"Total_ARGs"	"blaZ"	"mecA"	"mecC"	"Category"	"Genome"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_900129335.1_PP_HGAG_QV30_2SC_T4"
12	"99.76"	"100.00"	0	"MRSA"	"GCA_900155335.1_NZ15MR0322"
9	"0"	"0"	0	"MSSA"	"GCA_900323905.1_24117-WT"
8	"0"	"0"	0	"MSSA"	"GCA_900323925.1_1549-WT"
8	"0"	"0"	0	"MSSA"	"GCA_900323955.1_1549-REV"
8	"0"	"0"	0	"MSSA"	"GCA_900323965.1_1549-SCV"
9	"0"	"0"	0	"MSSA"	"GCA_900324045.1_24117-REV"
9	"0"	"0"	0	"MSSA"	"GCA_900324065.1_24117-SCV"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_900324205.1_1_1439"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324215.1_3_LA_115"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324225.1_7_4623"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_900324235.1_5_3949"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324245.1_8_LA_272"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324255.1_2_LA_86"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324265.1_9_LA_281"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_900324275.1_6_LA_232"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_900324285.1_4_LA_208"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_900324295.1_16_LA_309"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324305.1_13_LA_301"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_900324315.1_12_LA_293"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324325.1_14_5418"
12	"0"	"100.00"	0	"MRSA"	"GCA_900324335.1_15_LA_305"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_900324345.1_17_LA_343"
12	"100.00"	"100.00"	0	"MRSA"	"GCA_900324355.1_10_5235"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324365.1_19_LA_388"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324385.1_20_LA_415"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900324405.1_21_LA_436"
13	"100.00"	"100.00"	0	"MRSA"	"GCA_900324415.1_22_LA_562"
16	"0"	"100.00"	0	"MRSA"	"GCA_900474525.1_40677_F01"
8	"0"	"0"	0	"MSSA"	"GCA_900474535.1_40853_C01"
9	"0"	"0"	0	"MSSA"	"GCA_900474555.1_40657_E01"
8	"0"	"0"	0	"MSSA"	"GCA_900474565.1_41315_B01"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_900474575.1_40415_F02"
8	"0"	"0"	0	"MSSA"	"GCA_900474665.1_41236_D02"
8	"0"	"0"	0	"MSSA"	"GCA_900474675.1_40961_F01"
8	"0"	"0"	0	"MSSA"	"GCA_900474695.1_41004_B01"
9	"0"	"0"	0	"MSSA"	"GCA_900474715.1_41004_D01"
17	"0"	"100.00"	0	"MRSA"	"GCA_900474725.1_40677_A01"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900474735.1_40871_F01"
8	"0"	"0"	0	"MSSA"	"GCA_900474755.1_41236_E02"
12	"100.00"	"0"	0	"MRSA"	"GCA_900475055.1_42197_E02"
9	"0"	"0"	0	"MSSA"	"GCA_900475245.1_43024_E01"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900478245.1_35910_A02"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_900607245.1_JKD6009"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_900607255.1_BPH2019"
20	"100.00"	"100.00"	0	"MRSA"	"GCA_900607265.1_BPH2003"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_900607275.1_BPH2070"
18	"100.00"	"100.00"	0	"MRSA"	"GCA_900607285.1_BPH3244"
19	"100.00"	"100.00"	0	"MRSA"	"GCA_900607295.1_BPH2869"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_900607305.1_BPH2056"
9	"100.00"	"0"	0	"MRSA"	"GCA_900620215.1_BPH2760"
10	"100.00"	"0"	0	"MRSA"	"GCA_900620225.1_BPH2819"
11	"100.00"	"100.00"	0	"MRSA"	"GCA_900620235.1_BPH2900"
21	"100.00"	"100.00"	0	"MRSA"	"GCA_900620245.1_BPH2947"
15	"100.00"	"100.00"	0	"MRSA"	"GCA_900620255.1_BPH2986"
9	"0"	"0"	0	"MSSA"	"GCA_900635095.1_33763_A01"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_900635245.1_40415_C02"
10	"0"	"0"	99.95	"MRSA"	"GCA_900635255.1_40415_D02"
11	"0"	"100.00"	0	"MRSA"	"GCA_900635265.1_40574_H02"
8	"0"	"0"	0	"MSSA"	"GCA_900635275.1_40757_D01"
8	"0"	"0"	0	"MSSA"	"GCA_900635285.1_40677_B02"
8	"0"	"0"	0	"MSSA"	"GCA_900635305.1_40961_G01"
9	"0"	"0"	0	"MSSA"	"GCA_900635315.1_41255_H01"
10	"100.00"	"0"	0	"MRSA"	"GCA_900635335.1_41556_G01"
8	"0"	"0"	0	"MSSA"	"GCA_900635505.1_3012STDY6191362"
10	"100.00"	"100.00"	0	"MRSA"	"GCA_900635905.1_35910_F01"
9	"0"	"0"	0	"MSSA"	"GCA_900636335.1_40798_F01"
9	"0"	"0"	0	"MSSA"	"GCA_900636695.1_43874_B01"
11	"100.00"	"0"	0	"MRSA"	"GCA_900637155.1_49386_H02"
15	"0"	"100.00"	0	"MRSA"	"GCA_903932595.1_P3.1"
15	"0"	"100.00"	0	"MRSA"	"GCA_903932605.1_HU-14"
14	"0"	"100.00"	0	"MRSA"	"GCA_947034825.1_ST20190863"
9	"0"	"0"	0	"MSSA"	"GCA_951217025.1_Sa_BGR_NF1_PW.1"
